name,position,address,postalCode
Pittsburgh Tour Company,40.427947; -79.965954,,0
iberty Center,40.444228368019495; -79.99400102559422,1001 Liberty Ave,0
z Dentistry,40.37937335187049; -80.04564165171199,750 Washington Rd,15228
lumni Hall,40.44559424422332; -79.95383678183093,University Of Pittsburgh; 4227 Fifth Avenue,15260
Pittsburgh Water Limo,40.454264352529854; -79.985312076816,ockwall One Marina; at 23rd St,15222
McKinley Park,40.41233340098902; -80.00005710844658,Bausman St; Bernd St,15210
Community Bank,40.40130383333334; -80.01443961666666,,15226
Napoli's Pizzeria,40.43442906625306; -79.9229042340524,2006 Murray Ave; btw Beacon & Hobart,15217
CrossFit Shadyside,40.45634570420904; -79.93650534222311,500 S Graham St; Centre Ave,15232
IBEW 5 Building,40.425872107901526; -79.96319312607159,5 Hot Metal St; East Carson St,15203
Carnegie Mellon Credit Union,40.44443571783352; -79.94267398096157,University Center; Carnegie Mellon University,15213
Mt. Lebanon Parking Garage,40.382324852487294; -80.04835481175945,,0
Subway,40.47350879893282; -80.07570885671734,,15233
Duquesne University - Peter Mills Theatre,40.43784606710318; -79.99380101469755,Rockwell's Basement,15219
Doman Auto Sales,40.40209798193541; -80.00145502618643,1308 Edgebrook Ave; Saw Mill Run Blvd,15226
Fickes Hall,40.44985948947754; -79.92735360236868,Woodland Rd,15232
St Joseph Cemetery,40.39788724919212; -80.09287139034556,,1
Penthouse Suite,40.45135571666667; -79.95464278333333,,0
Cogo's,40.392266306902; -80.01723464730722,Brookline Blvd,0
Bellefield Clinic,40.44755124611223; -79.95280981063843,100 N Bellefield Ave,15213
Pittsburgh Skyline,40.43579876001; -80.00168983047722,,0
Garfield Night Market,40.46492374606861; -79.93996366874671,N. Pacific Ave.; Penn Ave.,0
Carnegie Stage,40.40622544141599; -80.08863687515259,25 W Main St,15106
rmstrong,40.43340301513672; -79.99240112304688,,0
Marrowfield Apartments,40.42833858034989; -79.92489946214559,2715 Murray Ave,15217
950 North Shore,40.453884; -79.992027,950 Progess Street,15212
Barrett Elementary School,40.40485451460719; -79.90743337715044,225 E. 12th Ave.,15120
Point Park University Shuttle Stop - Downtown,40.43790679729818; -80.00084347180531,,15222
Greenlight Juice,40.43347392265642; -79.92317676544188,2108 Murray Ave,15217
llegheny-West,40.45179477263551; -80.01771508906613,,15233
llegheny General Hospital: Emergency Room,40.45659879999999; -80.00282419999999,320 East North Avenue,15212
Hampton Pittsburgh-University Center,40.43592690071994; -79.96307655455126,3315 Hamlet Pl,15213
Julian Gray Associates,40.41964; -80.046204,954 Greentree Rd,15220
The Waterfront Surgery Center,40.41365800987795; -79.90727484987303,,15120
The Emperess,40.432201693615866; -79.9934876862946,,0
Royal York Apartments,40.4528983067557; -79.95412017595616,3955 Bigelow Blvd; Dithridge,15213
St Benedict The Moor Catholic Church,40.4430966139978; -79.9854376931899,91 Crawford St,15219
llegheny County Health Department Housing & Community Environment Division,40.45966098276906; -79.96845599392034,3190 Sassafras Way,15201
Bouquet Building D,40.43994313234709; -79.95487058861217,,1
Foster Plaza Traffic,40.42070220155982; -80.06009813428291,,0
Oakwood Apartments,40.440451; -79.956045,,0
Homestead Capri Pizza,40.40664249286039; -79.9096446733157,820 Amity St; East 9th ave,15120
315 Oakland,40.439323; -79.955284,315 Oakland Ave,15213
E.M. Pizzeria,40.37106765620475; -79.9846293759635,,0
Pittsburgh Perl Workshop,40.4405698478887; -79.99392457099685,1 Bigelow Sq,15219
Saint Paul Cathedral,40.4472736475786; -79.94981646537781,108 N Dithridge St; Fifth,15213
Children's Home of Pittsburgh,40.46447631787117; -79.93741238846908,5324 Penn Ave; N Aiken,15224
Waffallonia,40.437782502934674; -79.92297849406611,1707 Murray Ave; at Forbes Ave,15217
Foster Plaza 5,40.42213065105605; -80.06080062540376,651 Holiday Dr,15220
US Post Office,40.436660343584656; -79.92300289041339,1800 Murray Ave; at Darlington Rd.,15217
Southwestern Pennsylvania Commission (SPC),40.438854913489166; -79.99230808664193,2 Chatham Ctr,15219
Starbucks,40.449844; -79.985856,1719 Penn Ave,15222
utoZone,40.49445912495409; -80.063900873065,1001 Ohio River Blvd,15202
Shady Lane School,40.44720799159772; -79.8949881979404,100 N Braddock Ave; Penn Ave,15208
Bouquet Gardens - Building J,40.4399449499465; -79.95412644428886,315 Oakland Ave,15213
Community college of allegheny county,40.45028518511035; -80.01469881706241,Pittsburgh; Ccac,15003
Streets On Carson,40.42878788072328; -79.98664459934318,1120 E Carson St,0
UPMC Shadyside Family Health Center,40.455298568940144; -79.94110432073128,5215 Centre Ave,15232
The Mayoral Throne,40.428592370186834; -79.97937392397168,1825 E Carson St; Pittsburgh; PA 15203,15203
Brentwood Avenue,40.38180236820617; -79.97306634172111,,15227
Shadyside ICU,40.454300642635694; -79.94030246236629,; Centre Avenue,0
Magee Rec Center,40.424212644503214; -79.93683088530494,745 Greenfield Ave,15217
gion Park,40.48185033114616; -80.03475666046143,Brighton Road; Shadeland Avenue,15212
lumni House,40.444781272192174; -79.9420772280725,5017 Forbes Ave,15213
duquesne university St. Martin Hall,40.43414796369744; -79.98446552696254,,0
Greentree Road,40.40547492647236; -80.05879938715569,,15220
Castle Shannon Fire Hall,40.36599858893707; -80.01662135218052,3600 Library Rd,15234
Pizza Perfectta,40.45719116469034; -79.92528161408514,258 S Highland Ave; at Alder St,15206
Spirit of Health Van of Duquesne University,40.43595886230469; -79.99171447753906,,0
Gym - Club Allegheny,40.456691; -80.001913,,15212
P.F. Chang's,40.406788; -79.916012,148 W Bridge St,15120
Swissvale Station,40.41530220624091; -79.87896848867123,,15218
South Side Grill,40.42206735082554; -79.95707110583554,,0
Eat'n Park,40.39565682988946; -80.03332095205059,2874 W Liberty Ave; at Pioneer Ave,15216
l's Restaurant,40.38315847279684; -80.0155689277589,435 McNeilly Rd; Sussex Avenue,15226
East Park,40.45203287857798; -80.00164614600601,,0
Foster Plaza Building XI,40.425503; -80.062884,,0
Castle Shannon Vol. Fire Dept.,40.36598458693767; -80.01671052599217,3600 Library Rd,15234
inden Ave School,40.44645201666667; -79.91265931666666,725 S Linden Ave,15208
Minadeo Elementary School,40.42365323761589; -79.92537244097069,6502 Lilac St; Saline St,15217
The Warm,40.442858; -79.955474,,0
Zion Hill Baptist Church,40.43017959594727; -79.89484405517578,102 Clay Ave,15644
Greenfield Veterinary Hospital,40.42634624777711; -79.93935241005471,611 Greenfield Ave; Winterburn Ave,15207
Hampton Inn & Suites Pittsburgh,40.447126683184834; -79.99229997396469,1247 Smallman St,15222
llegheny General Hospital Suburban Campus,40.49538562614759; -80.0603382365583,110 S Jackson Ave.,15202
Stever House,40.44618695539367; -79.94258017782857,1030 Morewood Ave; at Carnegie Mellon University,15213
Millie's Homemade Ice cream,40.44064445432541; -80.00159784101493,246 Forbes Ave,15222
ifestone Church,40.42638026403842; -79.97045945777121,157 S 26th St,15203
DoubleTree by Hilton Hotel & Suites Pittsburgh Downtown,40.440486414980775; -79.99390929937363,1 Bigelow Sq,15219
ove Ramen,40.44049; -79.95662,,15213
Upmc Presbyterian Hospital 4D,40.44269061882908; -79.9600847278491,200 Lothrop St,15213
Station Break,40.43453550409512; -80.0063748625851,,15219
gends of the North Shore,40.45644171988064; -80.00155507529647,500 E North Ave,15212
South Hills Country Club Porch,40.360968; -79.985306,,15236
Engine House 57,40.395153; -80.021751,Brookline BLVD; Castlegate,1
PNC Bank,40.364314; -79.984178,4230 Brownsville Rd; Clairton Blvd,15227
UPMC Medical Arts Building 100,40.49020004272461; -79.89569854736328,,1
North Side Christian Health Center,40.45525351909818; -79.99942769792938,620 E Ohio St; Shawano St,15212
King Estate,40.47877420756865; -79.92526859955056,Elgin Street; Negley Avenue,15206
Baptist Temple Church,40.458369; -79.893973,7241 Race Steet,15208
berson Apartments and Towers: Building 3,40.453199108548574; -79.94215415348647,Bayard Rd,15213
llegheny County (Pittsburgh),40.439946; -80.00028,,15222
Old kelton elementary school,40.38941192626953; -80.03426361083984,,1
I Am Yoga,40.43794948359756; -79.92292393682845,1701 Murray Ave Fl 2; Forbes Ave,15217
Bellevue Christian Church,40.49823838073261; -80.06029466436817,680 Lincoln Ave; at N. Starr Ave.,15202
Pittsburgh Baptist Church,40.39571211977128; -80.03026568755337,3100 Pioneer Ave,15226
Tn Lc Vin,40.43318699987721; -79.92308659566638,2114 Murray Ave; b/t Hobart St. & Douglas St.,15217
St. John Baptist Church,40.454102; -79.912139,Penn Avenue; Fifth Avenue,0
Southside Mural,40.42099291617997; -79.98568892539407,2109-2259 S 18th St,15203
Green Tree Public Library,40.41851; -80.046776,10 W Manilla Ave,15220
Crazy Mocha,40.44156133578365; -79.95687554436685,207 Oakland Ave; Forbes Ave,15213
PNC Bike Rack,40.44143296770784; -80.00141680217212,,0
Morningside Rec Center,40.483715; -79.92482,,0
Castle Shannon Library,40.367824298183855; -80.02251497153203,913-951 Locust Ave,15234
Craig Hall,40.44621443725271; -79.94920102342941,200 N Craig St; Fifth Ave.,15213
Emmanuel Evangelical Lutheran Church,40.36703619110568; -80.02234466427312,935 Pine Ave; btwn Shady Ln and Myrtle Ave,15234
Primanti Bros.,40.441729; -79.956927,3803 Forbes Avenue; at Bouquet St,15213
Westwood Golf Club,40.376739098588565; -79.88338115222604,825 Commonwealth Ave,15122
Key Bank,40.43452643311054; -79.92278214455187,2001 Murray Ave; Beacon Street,15217
Starbucks,40.455952; -79.939184,5310 Liberty Avenue; at Centre Ave,15213
West Wing Computer Cluster,40.44280456342391; -79.94090925937374,West Wing House; at Carnegie Mellon University,15213
Family Health Center,40.46521323; -80.062688,710 Thompson Ave,15136
Dairy Queen,40.4664150534922; -79.86517265439034,4237 Verona Rd,15147
Greenfield Library,40.42669550575276; -79.94139432907104,lger Street,0
Shadyside Hospital,40.45470601179328; -79.93907842761207,,15206
Highland Building Gym,40.460777; -79.924938,121 S Highland Ave,15206
Sesame Garden,40.430645; -80.007357,Shiloh Street,15211
ittle Caesars Pizza,40.394024419426216; -80.0355572755372,2973 W Liberty Ave,15216
Point Park Library,40.4397185799819; -80.00069430858574,,0
Ivy Pittsburgh,40.45090654672556; -79.9850335355145,108 19th St; Smallman,15222
Dithridge Garage,40.44601658890524; -79.95064596479654,Henry Street; Dithridge,15213
Hanini Market,40.476362815523736; -80.03110087389207,,1
Kangol Korner - Pittsburgh,40.44746137702096; -80.00797470498102,,15212
J Marks Jewelers,40.3812227; -80.04459949999999,650 Washington Rd Ste 101,15228
Pittsburgh Poultry Company,40.437941; -80.000531,411 Cherry Way,0
Shadyside Cafe,40.45399686342833; -79.94120954850092,Centre Ave; Pittsburgh; PA,15219
llegheny Cancer Center,40.457644534517; -80.00259196732077,320 E North Ave,15212
1927 Murray Ave,40.435222; -79.922759,,15217
Second Baptist Church,40.40328562826333; -79.89371150819821,,15120
The Pitt Shop,40.44238786054537; -79.95581452529105,,1
Duke's Upper Deck,40.40548429448168; -79.91286762473946,122 W 8th Ave; Hays Street,15120
St. Anne's Fish Fry,40.36179473779833; -80.02913025792752,,15234
David Lawrence Comp Lab,40.4421894418828; -79.95530880486818,3900 Forbes Ave,15260
Pitt Trees Pool,40.44356241573536; -79.96572835678418,llequippa St; McKee Place,15213
Children's Museum of Pittsburgh,40.45279327596145; -80.00656894492906,10 Childrens Way,15212
Jalen's Barber Shop,40.45365489883864; -79.99926530913221,601 E Ohio St,15212
Mt. Lebanon Dermatology,40.38100593; -80.04485752,; Washington Rd.,15228
Shadyside Presbyterian Church,40.44889608521354; -79.93900637260985,5121 Westminster Pl,15232
Sanger Hall,40.44989134645206; -79.92736801064599,,0
Saint Mark Cemetery,40.48166152530136; -80.09110946940689,,1
Greentree Hardware,40.41170936622103; -80.04608685037302,1079 Greentree Rd,15220
Max's Allegheny Tavern,40.45532163161323; -79.99991917343672,537 Suismon St,15212
Millvale; PA,40.48102728833474; -79.97229068414504,,15209
Olive & Marlowe,40.46273522035053; -79.92461822154073,5975 Broad St,15206
llegheny Station,40.447928903814194; -80.01810271627436,,0
Mt. Lebanon Public Works,40.36663365350697; -80.06204076162939,1000 Cedar Blvd,15228
Bloomfield Hardware,40.46301571151423; -79.95115239963145,4519 Liberty Ave,15224
Chatham University Gate House,40.44992838418175; -79.92743284790738,5th Avenue,15232
Close The Cafe,40.43516; -80.005788,,15219
Squirrel Hill Cafe,40.43797781057262; -79.92287951962462,5802 Forbes Ave; at Murray Ave,15217
1 Freeport Road,40.49215364790408; -79.86453311918928,,0
Pittsburgh Meeting Room,40.4396653175354; -79.99301075935364,,15219
East Street,40.45641301052297; -79.99872469718296,,0
North Shore Deli,40.45373512230032; -79.99929168534791,539 E Ohio St,15212
Duquesne University - Koren Building,40.43874008098085; -79.99251560996214,718 5th Ave,15219
Subba Chinese Restaurant,40.453365; -80.001415,,0
Citizens Bank,40.446700076388176; -79.9494731426239,4570 5th Ave,15213
The Lion's Den,40.441309; -80.001208,225 5th Ave,15222
Saint Nicholas Parrish,40.47717795347036; -79.97126920906456,maryland ave,15209
South Side HQ,40.428825466666666; -79.98414023333333,,15203
Cafe Niko's,40.43039589344107; -80.00749441320676,212 Shiloh St,15211
Episcopal Church of the Redeemer,40.43736453595854; -79.92478764821001,5700 Forbes Ave,15217
ove; Pittsburgh,40.429224; -80.007266,301 Shiloh St,15211
Judges Building,40.451712398694006; -80.01656311630217,901 Western Ave,15233
Merlino's Service Center,40.46077386837847; -79.9701220837487,3201 Penn Ave; 32nd Street,15201
Freeport Road @ Center Avenue,40.492322290916405; -79.86384947654864,Freeport Road; Center Avenue,15238
Carnegie Museums of Pittsburgh,40.448002; -80.018105,1 Allegheny Ave,15212
Mcbride Park,40.37119200942006; -79.90988231388114,,15207
Penn Station,40.44392372080716; -79.99212240746226,East Busway,15222
St. Anne Catholic Church,40.36513621806511; -80.03342257090976,400 Hoodridge Dr; Vernon Drive,15234
Squirrel Hill South,40.43700263682835; -79.92268345505305,,0
True Valu Pet Supply,40.427655; -79.96554,,0
55th St Lot,40.48471166409214; -79.95159678976177,,0
Memorial Park,40.41961704154909; -79.89309916767358,,0
The Original Hot Dog Shop,40.44203131121946; -79.95644449626175,3901 Forbes Ave; at S Bouquet St.,15213
Carnegie Library,40.39451753638483; -80.02133218709764,708 Brookline Blvd; Castlegate Avenue,15226
Elks Lodge,40.4517487110902; -80.00085670863345,400 Cedar Ave,15212
H&R Block,40.38781156418312; -80.092359110713,2100 Washington Pike Ste 650,15106
Restaurant Depot,40.46438463728149; -79.97016906738281,100 35th St,15201
llegheny County Health Department- Training Building,40.46534659480971; -79.95745900313413,3917-3999 Penn Ave,15201
Dave's Music Mine,40.42879846960006; -79.98592415999806,1210 E Carson St,15203
Boss House,40.4416657513725; -79.9393004323673,Margaret Morrison St; at Carnegie Mellon University,15213
ou's Tavern,40.37047796686419; -79.98356601605754,,0
Ri Van Tran Tailor Shop,40.38075442783574; -80.04394971973566,101 Alfred St; Mt Lebanon; PA 15228,15228
Stanton Negley Drug Company,40.47168504089229; -79.9262097639047,804 N Negley Ave; Stanton Avenue,15206
The Bauergarten,40.44049662186007; -79.98632669448851,1420 Centre Ave.,15219
North Shore Bike Trail,40.44736012411103; -80.00243246312932,3 Rivers Heritage Trail System; Clemente Bridge,15212
Daniels Alignment,40.37992514961074; -79.99356414127584,Fairhaven Rd; Rt. 51,1
East Liberty Station,40.45941543370424; -79.92306454516374,t Ellsworth Ave.,1
Pittsburgh Center for The Arts,40.45250421878696; -79.92230086905022,6300 5th Ave,15232
Park House,40.45328409475609; -80.00150368250517,403 E Ohio St,15212
South Side Presbyterian,40.427694357393776; -79.97789492804685,1926 Sarah St; 20th,15203
polish hill country club,40.460575103759766; -79.96442413330078,,0
Big Romanus Softball Field,40.3821149548825; -79.95548671869743,Churchview Ave; Pittsburgh; PA,15227
rican Natural Energy Centre,40.430705471061664; -80.00055313110352,73 E Carson St; 1st Street,15219
Whitfield Hall,40.4490383350068; -79.95032237600424,,15213
Murray Avenue Grill,40.43729703874976; -79.92307702939023,1720 Murray Ave,15217
Black Forge Coffee,40.4216882878509; -79.99216626494979,1206 Arlington Ave,15210
UPMC Preservation Hall,40.45412331986464; -79.93920831395643,,15232
Carnegie Creek,40.407451413470746; -80.08869290625285,,0
Crafton Towers,40.44090856472286; -80.06822304621062,,0
Western PA School for the Deaf,40.43511044873285; -79.88155515193712,300 E Swissvale Ave,15218
Jester's Court tattoo,40.42883446458143; -79.98364320508466,1410 E Carson St; 14th & E Carson St,15203
The Fun Zone,40.4559534460421; -79.99186027147536,1 Heinz St,15212
Dormont Day,40.39724297822546; -80.04371502978566,Bankesville rd; Dormont,15216
Obama Academy of International Studies,40.46704778655228; -79.9226124034931,515 N Highland Ave,15206
Shadyside Place,40.453739332576944; -79.93751796002907,580 S Aiken Ave,15232
Edlas Building,40.437156; -80.001651,326 3rd Ave,15222
Childrens's Muesum Cloud Arbor,40.45217838465177; -80.00648406778086,,15212
Work Hard Pittsburgh,40.42170280775348; -79.99411366964092,744 E Warrington Ave,15210
Colony Cafe,40.44537350331817; -79.99306680030476,1125 Penn Ave,15222
